timestamp_iso,raw_value
2025-10-02T10:17:34.840014,8460505
2025-10-02T10:17:34.854964,8474438
2025-10-02T10:17:34.878251,8485785
2025-10-02T10:17:34.901286,8493708
2025-10-02T10:17:34.923554,8497786
2025-10-02T10:17:34.947265,8497540
2025-10-02T10:17:34.970548,8493898
2025-10-02T10:17:34.993452,8485543
2025-10-02T10:17:35.017215,8473675
2025-10-02T10:17:35.040102,8459497
2025-10-02T10:17:35.063126,8443669
2025-10-02T10:17:35.086288,8427190
2025-10-02T10:17:35.109571,8415558
2025-10-02T10:17:35.132299,8412568
2025-10-02T10:17:35.155959,8411084
2025-10-02T10:17:35.178828,8406747
2025-10-02T10:17:35.202114,8400126
2025-10-02T10:17:35.224938,8396647
2025-10-02T10:17:35.248075,8395124
2025-10-02T10:17:35.272110,8398123
2025-10-02T10:17:35.295343,8404130
2025-10-02T10:17:35.318117,8411900
2025-10-02T10:17:35.341104,8414239
2025-10-02T10:17:35.364116,8416910
2025-10-02T10:17:35.387041,8422571
2025-10-02T10:17:35.410782,8435148
2025-10-02T10:17:35.434094,8450761
2025-10-02T10:17:35.456792,8465919
2025-10-02T10:17:35.481555,8478823
2025-10-02T10:17:35.503548,8489270
2025-10-02T10:17:35.526550,8495723
2025-10-02T10:17:35.550070,8498500
2025-10-02T10:17:35.572672,8497088
2025-10-02T10:17:35.595608,8491041
2025-10-02T10:17:35.618731,8481177
2025-10-02T10:17:35.642046,8468609
2025-10-02T10:17:35.665446,8453407
2025-10-02T10:17:35.688941,8437642
2025-10-02T10:17:35.712206,8422273
2025-10-02T10:17:35.735330,8414032
2025-10-02T10:17:35.758983,8411957
2025-10-02T10:17:35.781546,8410324
2025-10-02T10:17:35.804584,8404004
2025-10-02T10:17:35.827705,8397587
2025-10-02T10:17:35.851169,8394327
2025-10-02T10:17:35.874951,8395067
2025-10-02T10:17:35.897448,8399484
2025-10-02T10:17:35.920411,8407079
2025-10-02T10:17:35.944406,8413192
2025-10-02T10:17:35.966972,8415555
2025-10-02T10:17:35.989969,8418725
2025-10-02T10:17:36.012972,8427335
2025-10-02T10:17:36.036972,8440721
2025-10-02T10:17:36.059495,8456767
2025-10-02T10:17:36.082503,8471120
2025-10-02T10:17:36.105501,8483174
2025-10-02T10:17:36.129506,8492279
2025-10-02T10:17:36.152543,8496913
2025-10-02T10:17:36.176062,8498142
2025-10-02T10:17:36.198062,8495156
2025-10-02T10:17:36.222058,8488144
2025-10-02T10:17:36.245064,8477152
2025-10-02T10:17:36.267608,8462949
2025-10-02T10:17:36.291720,8447352
2025-10-02T10:17:36.314097,8431186
2025-10-02T10:17:36.337058,8417533
2025-10-02T10:17:36.361147,8413102
2025-10-02T10:17:36.383692,8411889
2025-10-02T10:17:36.406843,8409134
2025-10-02T10:17:36.430315,8402217
2025-10-02T10:17:36.453328,8397176
2025-10-02T10:17:36.476316,8394665
2025-10-02T10:17:36.499713,8395496
2025-10-02T10:17:36.523033,8401041
2025-10-02T10:17:36.546035,8409299
2025-10-02T10:17:36.569618,8413908
2025-10-02T10:17:36.592928,8416287
2025-10-02T10:17:36.615336,8420825
2025-10-02T10:17:36.638245,8432396
2025-10-02T10:17:36.661866,8446793
2025-10-02T10:17:36.685133,8462489
2025-10-02T10:17:36.708264,8476131
2025-10-02T10:17:36.731332,8486949
2025-10-02T10:17:36.754403,8494442
2025-10-02T10:17:36.777214,8497939
2025-10-02T10:17:36.801277,8497456
2025-10-02T10:17:36.824684,8493074
2025-10-02T10:17:36.847678,8483983
2025-10-02T10:17:36.870625,8472454
2025-10-02T10:17:36.893040,8457582
2025-10-02T10:17:36.916151,8441739
2025-10-02T10:17:36.939617,8425681
2025-10-02T10:17:36.962543,8414718
2025-10-02T10:17:36.986692,8412306
2025-10-02T10:17:37.009662,8411067
2025-10-02T10:17:37.032151,8406213
2025-10-02T10:17:37.055321,8399828
2025-10-02T10:17:37.079409,8395823
2025-10-02T10:17:37.102422,8395587
2025-10-02T10:17:37.125611,8398429
2025-10-02T10:17:37.148831,8405363
2025-10-02T10:17:37.171435,8411842
2025-10-02T10:17:37.195189,8414493
2025-10-02T10:17:37.218229,8417030
2025-10-02T10:17:37.241752,8424042
2025-10-02T10:17:37.264378,8436907
2025-10-02T10:17:37.287474,8452288
2025-10-02T10:17:37.310990,8467622
2025-10-02T10:17:37.333923,8480288
2025-10-02T10:17:37.357045,8490140
2025-10-02T10:17:37.379789,8496130
2025-10-02T10:17:37.402630,8498627
2025-10-02T10:17:37.426924,8496516
2025-10-02T10:17:37.449415,8489982
2025-10-02T10:17:37.473070,8480057
2025-10-02T10:17:37.496467,8466683
2025-10-02T10:17:37.518846,8451490
2025-10-02T10:17:37.542846,8435537
2025-10-02T10:17:37.565876,8420563
2025-10-02T10:17:37.588411,8413828
2025-10-02T10:17:37.611975,8411983
2025-10-02T10:17:37.635135,8409636
2025-10-02T10:17:37.658730,8402888
2025-10-02T10:17:37.681375,8397399
2025-10-02T10:17:37.704496,8394104
2025-10-02T10:17:37.727677,8394930
2025-10-02T10:17:37.750892,8399988
2025-10-02T10:17:37.774628,8407918
2025-10-02T10:17:37.797759,8413528
2025-10-02T10:17:37.819958,8415745
2025-10-02T10:17:37.844497,8418959
2025-10-02T10:17:37.867449,8428440
2025-10-02T10:17:37.890301,8442617
2025-10-02T10:17:37.912981,8457968
2025-10-02T10:17:37.935931,8472372
2025-10-02T10:17:37.960304,8484407
2025-10-02T10:17:37.982864,8492658
2025-10-02T10:17:38.005941,8497578
2025-10-02T10:17:38.028967,8498547
2025-10-02T10:17:38.051975,8494732
2025-10-02T10:17:38.075486,8487009
2025-10-02T10:17:38.098499,8475790
